ID_registro;archivo_origen;N;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;RUC;RESPONSABLE;COD_UF;DENOMINACIÓN;ZONA;ESTE;NORTE;PERIMETRO;ÁREA_M2;ÁREA_HA;VOLUMEN;AMBITO;TIPO_ESPACIO;OPERATIVIDAD;SEGREGACIÓN;QUEMA_RRSS;AGUAJAL;BOFEDAL;PANTANO;AMORTIGUAMIENTO_ANP;ANP;CATEGORIA;Año;Documento
39595;7584838-anexo-ii-5.xlsx;1159;200504;Piura;Paita;Colan;Por determinar;Por Determinar;UF0018701;Colan 6;17;493636.0;9456378;611;1219.0;0.1219;60.95;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39596;7584838-anexo-ii-5.xlsx;1160;200505;Piura;Paita;La Huaca;Por determinar;Por Determinar;UF0018702;La Huaca;17;508982.0;9456308;215;569.0;0.0569;284.5;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39597;7584838-anexo-ii-5.xlsx;1161;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035488;Paita 1;17;489515.0;9437744;534;11859.0;1.1859;17788.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39598;7584838-anexo-ii-5.xlsx;1162;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035489;Frente A La Eess Grifos Norpetrol;17;489945.0;9437753;607;9136.0;0.9136;9136;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39599;7584838-anexo-ii-5.xlsx;1163;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035490;Paita 2;17;489740.0;9437465;881;25032.0;2.5032;37548;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39600;7584838-anexo-ii-5.xlsx;1164;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035491;Nuestra Señora De Las Mercedes 1;17;489973.0;9437493;161;618.0;0.0618;927;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39601;7584838-anexo-ii-5.xlsx;1165;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035492;Nuestra Señora De Las Mercedes 2;17;490001.0;9437478;215;625.0;0.0625;625;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39602;7584838-anexo-ii-5.xlsx;1166;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035493;Paita 3;17;489830.0;9437260;943;58610.0;5.861;11722;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39603;7584838-anexo-ii-5.xlsx;1167;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035494;Playa Los Cangrejos;17;481051.0;9431715;130;1098.0;0.1098;1098;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39604;7584838-anexo-ii-5.xlsx;1168;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035495;Paita 4;17;483464.0;9433095;411;3093.0;0.3093;3093;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39605;7584838-anexo-ii-5.xlsx;1169;200501;Piura;Paita;Paita;Por determinar;Por Determinar;UF0035496;Paita 5;17;483233.0;9433351;928;16486.0;1.6486;16486;Urbano;Privado;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39606;7584838-anexo-ii-5.xlsx;1170;200506;Piura;Paita;Tamarindo;Por determinar;Por Determinar;UF0036874;Tamarindo;17;502652.0;9461543;293;3234.0;0.32;240;Rural;Privado;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2023;Resolución N.° 00073-2023-OEFA/DSIS
39607;7584838-anexo-ii-5.xlsx;1171;200507;Piura;Paita;Vichayal;20168899204;MUNICIPALIDAD DISTRITAL DE VICHAYAL;UF0036875;La Chivera;17;489566.0;9463957;503;5000.0;0.5;6000;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2023;Resolución N.° 00073-2023-OEFA/DSIS
39608;7584838-anexo-ii-5.xlsx;1172;200104;Piura;Piura;Castilla;Por determinar;Por Determinar;UF0018703;Castilla 1;17;540357.0;9421784;587;1505.0;0.1505;1204;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39609;7584838-anexo-ii-5.xlsx;1173;200104;Piura;Piura;Castilla;Por determinar;Por Determinar;UF0018704;Castilla 2;17;541226.0;9421819;2226;6212.0;0.6212;3106;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39610;7584838-anexo-ii-5.xlsx;1174;200104;Piura;Piura;Castilla;Por determinar;Por Determinar;UF0018705;Castilla 3;17;540973.0;9421504;886;1265.0;0.1265;632.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39611;7584838-anexo-ii-5.xlsx;1175;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0035512;Catacaos 1;17;535140.0;9416336;250;1946.0;0.1946;1946;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39612;7584838-anexo-ii-5.xlsx;1176;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018706;Catacaos 2;17;537026.0;9412408;551;1683.0;0.1683;16.83;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39613;7584838-anexo-ii-5.xlsx;1177;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018707;Catacaos 3;17;539356.0;9411983;342;2875.0;0.2875;5175;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39614;7584838-anexo-ii-5.xlsx;1178;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018708;Catacaos 4;17;535491.0;9416374;173;538.0;0.0538;538;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39615;7584838-anexo-ii-5.xlsx;1179;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018709;Catacaos 5;17;535527.0;9416387;326;4409.0;0.4409;2204636;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39616;7584838-anexo-ii-5.xlsx;1180;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018710;Catacaos 6;17;534859.0;9418145;176;454.0;0.0454;45.4;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39617;7584838-anexo-ii-5.xlsx;1181;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018711;Catacaos 7;17;534919.0;9418195;615;2009.0;0.2009;2009;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39618;7584838-anexo-ii-5.xlsx;1182;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018712;Catacaos 8;17;536420.0;9419218;995;7405.0;0.7405;658289;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39619;7584838-anexo-ii-5.xlsx;1183;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018713;Catacaos 9;17;539451.0;9421486;1372;4723.0;0.4723;1893540;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39620;7584838-anexo-ii-5.xlsx;1184;200105;Piura;Piura;Catacaos;Por determinar;Por Determinar;UF0018714;Catacaos 10;17;539344.0;9421559;403;1307.0;0.1307;1307;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39621;7584838-anexo-ii-5.xlsx;1185;200109;Piura;Piura;La Arena;Por determinar;Por Determinar;UF0018715;La Arena;17;532581.0;9412651;208;1068.0;0.1068;1068;Urbano;Privado;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39622;7584838-anexo-ii-5.xlsx;1186;200110;Piura;Piura;La Union;Por determinar;Por Determinar;UF0018716;La Union 1;17;526205.0;9403627;454;3232.0;0.3232;1616;Urbano;Público;NO ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39623;7584838-anexo-ii-5.xlsx;1187;200110;Piura;Piura;La Union;Por determinar;Por Determinar;UF0018717;La Union 2;17;526141.0;9403588;300;1471.0;0.1471;147.1;Urbano;Público;NO ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39624;7584838-anexo-ii-5.xlsx;1188;200110;Piura;Piura;La Union;Por determinar;Por Determinar;UF0018718;La Union 3;17;520416.0;9403155;691.86;251250.0;2.5125;22042.8;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39625;7584838-anexo-ii-5.xlsx;1189;200101;Piura;Piura;Piura;Por determinar;Por Determinar;UF0035513;Piura;17;541461.0;9426900;98.7;405.0;0.0405;202.5;Urbano;Privado;NO ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39626;7584838-anexo-ii-5.xlsx;1190;200101;Piura;Piura;Piura;Por determinar;Por Determinar;UF0035504;Piura 4;17;541124.07;9424618.25;795;12149.0;1.2149;6074;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39627;7584838-anexo-ii-5.xlsx;1191;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035506;Tambogrande;17;573059.0;9454345;235;511.0;0.0511;25.55;Urbano;Público;NO ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39628;7584838-anexo-ii-5.xlsx;1192;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035507;Huancabamba 1;17;573319.0;9454696;83.2;93.4;0.009340000000000001;46.7;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39629;7584838-anexo-ii-5.xlsx;1193;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035508;Huancabamba 2;17;573305.0;9454655;308;471.0;0.0471;235.5;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39630;7584838-anexo-ii-5.xlsx;1194;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035509;Tambo Grande 1;17;573555.0;9454957;106;419.0;0.0419;209.5;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39631;7584838-anexo-ii-5.xlsx;1195;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035510;Tambo Grande 2;17;573635.0;9454937;389;1637.0;0.1637;818.5;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39632;7584838-anexo-ii-5.xlsx;1196;200114;Piura;Piura;Tambo Grande;Por determinar;Por Determinar;UF0035511;Tambo Grande 3;17;572395.0;9453806;459;2401.0;0.2401;1920.8;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39633;7584838-anexo-ii-5.xlsx;1197;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0035505;Veintiseis de Octubre 1;17;535858.0;9428007;209;2558.0;0.2558;3387;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39634;7584838-anexo-ii-5.xlsx;1198;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0035514;Veintiseis de Octubre 2;17;535875.0;9428064;1345;117769.0;11.7769;176653.5;Urbano;Privado;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39635;7584838-anexo-ii-5.xlsx;1199;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0018720;Veintiséis de Octubre 3;17;535010.0;9428357;1313;26062.0;2.6062;26062;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39636;7584838-anexo-ii-5.xlsx;1200;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0018722;Veintiséis de Octubre 4;17;535072.0;9428395;133;517.0;0.0517;206.8;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39637;7584838-anexo-ii-5.xlsx;1201;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0018723;Veintiséis de Octubre 5;17;537084.0;9427745;159;1564.0;0.1564;782;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39638;7584838-anexo-ii-5.xlsx;1202;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0035501;Piura 1;17;536170.0;9428020;412;3390.0;0.339;1695;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39639;7584838-anexo-ii-5.xlsx;1203;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0035502;Piura 2;17;538836.0;9427310;282;2952.0;0.2952;2952;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39640;7584838-anexo-ii-5.xlsx;1204;200115;Piura;Piura;Veintiseis de Octubre;Por determinar;Por Determinar;UF0035503;Piura 3;17;539060.0;9427255;398;3814.0;0.3814;3814;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39641;7584838-anexo-ii-5.xlsx;1205;200801;Piura;Sechura;Sechura;Por determinar;Por Determinar;UF0035515;Sechura;17;519415.0;9384386;563;7044.0;0.7044;10566;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39642;7584838-anexo-ii-5.xlsx;1206;200801;Piura;Sechura;Sechura;20525300910;MUNICIPALIDAD DELEGADA DEL CENTRO POBLADO MENOR DE PARACHIQUE - LA BOCANA;UF0036876;Parachique;17;516977.0;9364674;No precisa;10000.0;1;15000;Rural;No precisa;ACTIVO;No;No;No;No;No;No;No;Recuperación;2023;Resolución N.° 00073-2023-OEFA/DSIS
39643;7584838-anexo-ii-5.xlsx;1207;200805;Piura;Sechura;Vice;Por determinar;Por Determinar;UF0018745;Vice;17;527405.0;9402761;139;945.0;0.0945;945;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39644;7584838-anexo-ii-5.xlsx;1208;200606;Piura;Sullana;Miguel Checa;Por determinar;Por Determinar;UF0018746;Miguel Checa;17;529375.0;9458008;88.2;433.0;0.0433;433;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39645;7584838-anexo-ii-5.xlsx;1209;200608;Piura;Sullana;Salitral;Por determinar;Por Determinar;UF0036877;El Salitral;17;534143.0;9465954;1130;20539.0;2.05;20000;Rural;Privado;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2023;Resolución N.° 00073-2023-OEFA/DSIS
39646;7584838-anexo-ii-5.xlsx;1210;200601;Piura;Sullana;Sullana;Por determinar;Por Determinar;UF0018747;Sullana 1;17;532502.0;9457686;291;1963.0;0.1963;381436;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39647;7584838-anexo-ii-5.xlsx;1211;200601;Piura;Sullana;Sullana;Por determinar;Por Determinar;UF0018748;Sullana 2;17;529618.0;9457997;181;2324.0;0.2324;3486;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39648;7584838-anexo-ii-5.xlsx;1212;200601;Piura;Sullana;Sullana;Por determinar;Por Determinar;UF0018749;Sullana 3;17;532493.0;9457790;615;10792.0;1.0792;16188;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39649;7584838-anexo-ii-5.xlsx;1213;200601;Piura;Sullana;Sullana;Por determinar;Por Determinar;UF0018750;Sullana 4;17;531081.0;9458094;209;836.0;0.0836;836;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39650;7584838-anexo-ii-5.xlsx;1214;200703;Piura;Talara;La Brea;Por determinar;Por Determinar;UF0035701;La Brea 1;17;467047.0;9486961;394;2712.0;0.2712;4068;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39651;7584838-anexo-ii-5.xlsx;1215;200703;Piura;Talara;La Brea;Por determinar;Por Determinar;UF0035702;La Brea 2;17;467048.0;9486956;260;739.0;0.0739;1108.5;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39652;7584838-anexo-ii-5.xlsx;1216;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035682;Asociación La Libertad 1;17;486076.0;9538441;63;174.0;0.0174;87;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39653;7584838-anexo-ii-5.xlsx;1217;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035683;Asociación La Libertad 2;17;486054.0;9538468;44;121.0;0.0121;121;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39654;7584838-anexo-ii-5.xlsx;1218;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035684;Nueva Esperanza 1;17;486848.0;9538148;66;237.0;0.0237;237;Rural;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39655;7584838-anexo-ii-5.xlsx;1219;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035685;Nueva Esperanza 2;17;486880.0;9538160;385;2965.0;0.2965;2965;Rural;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39656;7584838-anexo-ii-5.xlsx;1220;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035686;Botadero De Los Organos;17;487632.0;9538780;88;361.0;0.0361;541;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39657;7584838-anexo-ii-5.xlsx;1221;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035687;El Pozo 1;17;487996.0;9541150;146;440.0;0.044;660;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39658;7584838-anexo-ii-5.xlsx;1222;200705;Piura;Talara;Los Organos;Por determinar;Por Determinar;UF0035688;El Pozo 2;17;488079.0;9541133;161;1043.0;0.1043;1043;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39659;7584838-anexo-ii-5.xlsx;1223;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035689;Quebrada Acholado;17;472945.0;9492090;566;2837.0;0.2837;4255.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39660;7584838-anexo-ii-5.xlsx;1224;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035690;Pariñas 1;17;473273.0;9492167;397;1997.0;0.1997;2995.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39661;7584838-anexo-ii-5.xlsx;1225;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035691;Pariñas 2;17;473382.0;9492195;186;854.0;0.0854;1326;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39662;7584838-anexo-ii-5.xlsx;1226;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035692;Pariñas 3;17;473324.0;9492167;509;2415.0;0.2415;3622.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39663;7584838-anexo-ii-5.xlsx;1227;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035693;Pariñas 4;17;473403.0;9492198;309;1207.0;0.1207;1810.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39664;7584838-anexo-ii-5.xlsx;1228;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035694;Pariñas 5;17;473593.0;9492198;1069;4745.0;0.4745;7117.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39665;7584838-anexo-ii-5.xlsx;1229;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035695;Pariñas 6;17;473647.0;9492171;435;1417.0;0.1417;2125.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39666;7584838-anexo-ii-5.xlsx;1230;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035696;Pariñas 7;17;474053.0;9492310;495;5971.0;0.5971;8956.5;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39667;7584838-anexo-ii-5.xlsx;1231;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035697;Pilar Nores De García;17;472644.0;9491654;139;605.0;0.0605;907.5;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39668;7584838-anexo-ii-5.xlsx;1232;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;-;San Sebastian 1;17;472124.0;9491678;451;1530.0;0.153;2295;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39669;7584838-anexo-ii-5.xlsx;1233;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;-;San Sebastian 2;17;471908.0;9491760;190;867.0;0.0867;1302;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39670;7584838-anexo-ii-5.xlsx;1234;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035698;Pariñas 8;17;470018.0;9496903;986;7887.0;0.7887;11830.5;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39671;7584838-anexo-ii-5.xlsx;1235;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035699;Pariñas 9;17;470560.0;9497065;492;2138.0;0.2138;2138;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39672;7584838-anexo-ii-5.xlsx;1236;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035700;Pariñas 10;17;470520.0;9497085;542;5376.0;0.5376;8064;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39673;7584838-anexo-ii-5.xlsx;1237;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035678;Pariñas 11;17;475287.0;9493863;396;4624.0;0.4624;2312;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39674;7584838-anexo-ii-5.xlsx;1238;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035679;Pariñas 12;17;472646.0;9494250;432;3971.0;0.3971;3971;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39675;7584838-anexo-ii-5.xlsx;1239;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035680;Pariñas 13;17;477687.67;9494124.09;855;30681.0;3.0681;30681;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39676;7584838-anexo-ii-5.xlsx;1240;200701;Piura;Talara;Pariñas;Por determinar;Por Determinar;UF0035681;Pariñas 14;17;477447.0;9494464;202;2184.0;0.2184;655;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
39677;7584838-anexo-ii-5.xlsx;1241;210301;Puno;Carabaya;Macusani;Por determinar;Por Determinar;UF0018678;Macusani 1;19;347734.0;8444716;302;4162.0;0.4162;6243;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39678;7584838-anexo-ii-5.xlsx;1242;210301;Puno;Carabaya;Macusani;Por determinar;Por Determinar;UF0018679;Macusani 2;19;347508.0;8444690;215;2797.0;0.2797;4196;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39679;7584838-anexo-ii-5.xlsx;1243;210301;Puno;Carabaya;Macusani;Por determinar;Por Determinar;UF0018680;Macusani 3;19;346732.0;8443841;358;3063.0;0.3063;4595;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
39680;7584838-anexo-ii-5.xlsx;1244;210301;Puno;Carabaya;Macusani;Por determinar;Por Determinar;UF0018681;Macusani;19;346820.0;8444626;156;1307.0;0.1307;1307;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
